Lake_ID;Ergasilus.spp.;harpacticoid;ostracod;Daphnia.ambigua;Daphnia.catawba;Daphnia.dentifera;Daphnia.galeata.mendotae;Daphnia.longiremis;Daphnia.parvula;Daphnia.pulicaria;Daphnia.retrocurva;Daphnia.thorata;Daphnia.spp.;Acanthocyclops.robustus;Acanthocyclops.sp.;Cyclops.scutifer;Diacyclops.thomasi;Eucyclops.elegans;Eucyclops.pectinifer;Eucyclops.spp.;Mesocyclops.edax;Microcyclops.spp.;Orthocyclops.modestus;Tropocyclops.prasinus;cyclopoid.copepodid;Aglaodiaptomus.leptopus;Aglaodiaptomus.spatulocrenatus;Epischura.lacustris;Epischura.nevadensis;Epischura.spp.;Leptodiaptomus.ashlandi;Leptodiaptomus.minutus;Leptodiaptomus.nudus;Leptodiaptomus.sicilis;Leptodiaptomus.siciloides;Limnocalanus.macrurus;Onychodiaptomus.singuienus;Senecella.calanoides;Skistodiaptomus.oregonensis;Skistodiaptomus.pallidus;Skistodiaptomus.pygmaeus;Skistodiaptomus.reighardi;Skistodiaptomus.spp.;calanoid.copepodid;Acroperus.harpae;Alona.affinis;Alona.costata;Alona.guttata;Alona.spp.;Alonella.nana;Bosmina.longirostris;Camptocercus.spp.;Ceriodaphnia.lacustris;Ceriodaphnia.spp.;Chydorus.sphaericus;Diaphanosoma.birgei;Diaphanosoma.brachyurum;Diaphanosoma.spp.;Eubosmina.coregoni;Eubosmina.longispina;Eubosmina.tubicen;Holopedium.glacialis;Macrothrix.sp.;Picripleuroxus.denticulatus;Pleuroxus.procurvus;Polyphemus.pediculus;Sida.crystallina;Simocephalus.spp.;Daphnia.dubia;Daphnia.magna;Daphnia.similis;Diacyclops.navus;Macrocyclops.albidus;Mesocyclops.americanus;Acanthodiaptomus.denticornis;Aglaodiaptomus.clavipes;Aglaodiaptomus.forbesi;Epischura.nordenskioldi;Hesperodiaptomus.arcticus;Hesperodiaptomus.eiseni;Hesperodiaptomus.nevadensis;Hesperodiaptomus.spp.;Leptodiaptomus.pribilofensis;Leptodiaptomus.tyrrelli;Alona.intermedia;Alona.quadrangularis;Alonella.acutirostris;Ceriodaphnia.quadrangula;Dunhevedia.crassa;Eubosmina.spp.;Graptoleberis.testudinaria;Ilyocryptus.spp.;Latona.sp.;Moina.spp.;Cyclops.columbianus;Daphnia.middendorffiana;Eurycercus.spp.;Hesperodiaptomus.franciscanus;Hesperodiaptomus.kenai;Heterocope.septentrionalis;Onychodiaptomus.hesperus;Scapholeberis.spp.
09-375;0;0;0;0;0;0;0;0;0;0;0;97.4974041010329;0;0;0;0;0;0;0;0;0;0;0;0;0.967206636226603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0172134486354387;0;0;0;0;0;0.061929710796199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.6200316425835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-376;0;0;0;0;0;0;0;0;0;573.368788901778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.738328955434789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.300131097603646;0;0.0101927603734792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.6840258097506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-377;0;0;0;0;0;0;0;0;0;155.4117726345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1072719343352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0766548556432288;0;0;0;0.0546607059161844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.0800611898518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-378;0;0;0;0;0;0;0;0;0;3.47211208190885;0;0;0;4.79378307853889;0;0;5.45358439764507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.5472926818171;0;0;0;0;0;0;0;0;0;0;0;3.25783138256779;0;0;0;0.978674988102786;37.8038201968879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.50670726708706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-379;0;0;0;0;0;0;1.72390959238699;0;0;27.0284187591779;0;0;0;3.60725301372757;0;0;1.90799364608326;0;0;0;35.9830450132404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.2981337888721;0;0;0;0;0;0;0;0;0;0;0;0.0712931281564617;0;0;0.099920511760283;0.662535455068029;0;0.178237436851417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-380;0;0;0;0;0;0;0;0;0;1289.80336785339;0;0;0;0;0;0;18.5798887159192;0;0;0;142.152399676859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.5105172353141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-381;0;0;0;0;0;0;18.7611321658367;0;0;56.9874481624776;0;0;0;0;0;0;84.6202531619588;0;0;0;22.2994608997334;0;0;0;0;0;0;0;0;0;0;0;122.522851813182;0;0;0;0;0;30.2050681916188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.46047423963745;67.0825129282162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-382;0;0;0;0;0;0;0;0;0;17.8465746193695;0;0;0;0;0;0;35.71821086307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.13797472109939;0;376.131271865143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.3485848031718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-383;0;0;0;0;0;0;0;0;0;10266.9011433259;0;0;0;1446.5789967804;0;0;1196.85902190773;0;0;0;0;0;0;0;0;143.01926076263;0;0;0;0;0;0;288.371225889035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84.1256060516251;0;0;20.129922994647;214.027730249197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188.62367810332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-384;0;0;0;0;0;0;0;0;0;77.2654432959714;0;0;0;6.64306168093433;0;0;1.51851174543818;0;0;0;47.2508738994513;0;0;0;0;0;0;0;0;0;0;0;33.9980826177209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.492626007319266;0;7.79558964906573;0;0;0.687831243292544;3.19922931036442;0;23.1900682443391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.9051626150852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-385;0;0;0;0;0;0;0;0;0;4023.64533159792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.79295475103922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.153336491778;0;0;0;0;21.3937133344917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-391;0;0;0;0;0;0;0;0;0;89.7286046596147;0;0;0;39.0614113322428;0;0;96.6356805619112;0;0;0;15.0433266798782;0;0;0;0;0;0;0;0;0;0;0;49.3029439189605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.361514867606919;0;0;0.825119899065923;9.53138013413731;191.297615660815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74.9876222853331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-392;0;0;0;0;0;0;0;0;0;62.0066690437947;0;0;0;0;0;0;2.93959832270794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.6918056507753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17837185723288;0;0;9.75495599158375;1.0397848993165;1.14888402292652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.5831362890504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-393;0;0;0;0;0;0;0;0;4.7926471870153;0;0;0;0;0;0;0;0;0;0;0;19.4269802495532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.81043052086;0;0;0;0;0;0;0;0;0;0;0;0.571883904561732;0;0;0;0;0;0.0690565005516282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-394;0;0;0;0;0;0;0;0;0;14.1852208384699;20.6844758819988;0;0;1.51023773720567;0;0;1.10370694508597;0;0;0;5.97158632683257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.5738114675179;0;0;0;0;0;0;0;0;0;0;0;0.0139438789456449;0;0;0.0578442167686406;0;1.07537128263028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-395;0;0;0;0;0;0;0;0;0;1818.11429592074;0;0;0;0;0;0;1.7851697017925;0;0;0;36.9592850190354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.81297581990817;0.0233615215427963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.6027918927749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-396;0;0;0;0;0;0;0;0;0;0;0;0;18.3498730708231;5.95351359468636;0;0;42.1525566950623;0;0;0;11.7168454509578;0;0;0;0;0;0;0;0;0;0;0;0;11.8345807108129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.477768110168818;22.954642651615;29.5534500304474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-397;0;0;0;0;0;0;0;0;0;2489.08164306095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.3614423809652;0;0;0;0;0;0;0;0;132.748691930169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.8850494950861;0;0.303440983609348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-403;0;0;0;0;0;0;0;25.418419330469;0;886.756866289052;0;0;0;0;0;0;0.947722839677591;0;0;0;49.0228287793264;0;0;0;0;0;0;0;0;0;0;0;0;1.92087174914067;0;0;0;0;77.3644301829425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3314069928437;0;10.6052840681425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.7467429271307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-408;0;0;0;0;0;0;0;0;0;32.2732779778549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.337119369544748;0;0;0;0;0;0;0;148.433659468552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.95964317044095;0;0;1.06071992854867;0;0;1.5856116428628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-409;0;0;0;0;0;0;0;0;0;2812.23986373783;0;0;0;0;0;0;7.02550133731643;0;0;0;54.1668722371636;0;0;0;0;0;0;0;0;0;0;0;0;0;172.999377145769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157.308909659906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-410;0;0;0;0;0;0;0;0;0;3243.56686998087;0;0;0;0;0;0;4.75315817391153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432.491746535897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.7019973991426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.7636572596797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-411;0;0;0;0;0;0;0;0;0;141.218275944638;0;0;0;0;0;0;152.479356551777;0;0;0;301.233536023664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307.329130328578;0;0;0;0;0;0;158.030386244782;0;0;10.4122388100113;7.16746330349816;0;496.240960631799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-413;0;0;0;0;0;0;0;0;0;160.406471734526;0;0;0;0;0;0;0;0;0;0;29.4083886313944;0;0;0;0;0;0;0;0;0;0;0;0;0;383.728275380977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94.7732267204104;0;0;6.79214264188775;0;61.5820540298035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-418;0;0;0;0;0;0;0;0;204.074313110194;0;0;0;0;0;0;0;44.1102707494981;0;0;0;165.466306313602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.38753919581474;0;0;0;0;0;0;14.0408079653256;0;0;0;0;0;8.07883527798902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-419;0;0;0;0;0;0;0;0;14.3628933625789;560.26088900844;0;0;0;118.078270716546;0;0;0;0;0;0;43.405832231054;0;0;0;0;0;0;0;0;0;0;0;14.9175323910259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.115713262381076;0;0;0;17.8843380241276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.0038344000211;2.06717584874798;0;0;0;3.17659507632839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-421;0;0;0;0;0;0;0;0;0;0;0;0;68.2770962270359;0;0;0;0;0;0;0;0;0;0;0;18.5897524215339;0;0;0;0;0;0;0;30.4346578081831;0;152.917240243484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.538876149837942;0;4.73107594866135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-423;0;0;0;0;0;0;0;0;0;140.270475482415;0;0;0;0;0;0;16.3169056472343;0;0;0;1.25291558490316;0;0;0.463147112459909;0;0;0;0;0;0;0;0;0;61.9894401713732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.539962120556203;0;0;0.220360400818178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-424;0;0;0;0;0;0;117.866829749626;0;2.05608197924906;1.33936742948275;0;0;0;0;0;0;0;0;0;0;8.8686622099216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105.187226730883;0;0;0;0;0;0;0;0;0;0.0849173378989287;0;0;0;0;0.374933691607621;0;0;0.199694820459333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-425;0;0;0;0;0;0;0;0;0;409.080802806323;0;0;0;0;0;0;1.99893045712091;0;0;0;39.3361529568582;0;0;0;0;0;0;0;0;0;0;0;2.65178448782248;0;5.43784502760591;0;0;0;9.27189073775189;0;0;0;0;0;0;0;0;0;0;0;0.597953147739455;0;0;0;0.528708339594435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-426;0;0;0;0;0;0;4.95639167319302;0;0;959.645843656194;0;0;0;49.6834703392627;0;0;9.07165508056414;0;1.7574774825072;0;1.20223181532336;0;0;0;0;0;0;0;0;0;0;0;7.79138857349435;4.37776747661956;0;0;0;0;16.0180904516837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.50414353368051;7.62824922472122;4.71050598179094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285.016649132936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-427;0;0;0;0;0;0;0;0;0.669967410529712;79.126225624854;0;0;0;0.90555973478877;0;0;1.44917625385025;0;0;0;8.42496427102573;0;0;1.06128863403761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.32076674764769;0;0;0;0;0;0;0;0;0;0;0;2.3617293463473;0;0;0;0.0122491542160769;0;0.181713951713491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-428;0;0;0;0;0;0;62.680649547455;0;0;4.16080709344322;0;0;0;0;0;0;8.12243037732206;0;0;0;6.05692125443529;0;0;0;0;0;0;0;0;0;0;0;0;1.26849991972623;18.6284493783644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.982956550871122;0;0;0;0.921661239907207;0.505745444235655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-429;0;0;0;0;0;0;0;0;0;337.91998215381;0;0;0;0;0;0;3.90896943664835;0;0;0;13.0743394126917;0;0;0;0;0;0;0;0;0;0;0;0;0;47.0696073936827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.1102361719477;0;0;0;52.9762336170216;0;19.3878016897167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-430;0;0;0;0;0;0;67.3814774071249;0;0;0;6.02925927370222;0;0;0;0;0;0;0;0;0;23.5272967819812;0;0;17.4916225042566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.1723390839494;0;0;0;0;0;0;0;0;0;0;0;0.161602221869699;0;0;0.30784262685363;0;0;0.28452013464998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.43603147589702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.6856793285653;0;0;0;0;0;0;1.59329835022859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.74854136747295;0;0;0;0;0;0;0;0;0;0;0;0.142363087935555;0;0;0;0.297627830619467;0;0.0670293964373096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-432;0;0;0;0;0;0;0;0;0;7.62921646835879;0;0;0;1.21925356449286;0;0;0;0;0;0;0;0;0;0;0;37.9097760593466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.6768968573687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-447;0;0;0;0;0;0;0;0;0;4.54538792013407;0;0;0;0;0;0;75.4038487108993;0;0;0;21.122583518757;0;0;0;0;0;0;0;0;0;0;0;0;187.291465736305;0;0;0;0;44.1706632296961;0;0;0;0;0;0;0;0;0;0;0;1.85714788364373;0;0;0.856225865929619;1.34500093697128;1.99703900817333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-449;0;0;0;0;0;0;0;0;0;0;0;0;2.65289709464143;1.70425311137294;0;0;0;0;0;0;0;0;0;0.160538641991824;0;145.10758185555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0191356291576621;0;0;2.45744677111241;0.643850089573115;0;0;0;0;0;0;0;0;0;0.0589323148824418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.161845123238062;0;0;0;0;0;0;0;0;0;0;0
09-450;0;0;0;0;0;0;77.278901774437;0;0;0;0;0;0;0;0;0;26.5245717457392;0;0;0;57.4177379520531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.73085166248492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87.6715807033085;0;67.7257223521928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-451;0;0;0.105192046903622;0;0;0;2.68464345350502;0;0;0;61.425696021044;0;0;0;0;0;46.201057146789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.0994696091652;0;0;0;0;0;0;0;0;0;0;0;4.30352565178786;0;0;3.09049527558695;35.2744823844327;0.161338366358411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-454;0;0;0;0;0;0;0;0;0;2159.01118417911;0;0;0;0;0;0;47.1870340900272;0;0;0;302.774497822067;0;0;0;0;0;0;0;0;0;0;0;0;0;54.7029435707255;0;0;0;0;0;0;0;24.4005736659237;0;0;0;0;0;0;0;0.692328953279316;0;0;0;153.593386984863;295.85004567278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-276;0;0;0;0;0;0;0;0;0;928.886697246062;0;0;0;16.0659945581301;0;0;13.1519418445412;0;0;0;14.7605124712484;0;0;0;0;0;0;0;0;0;0;18.6149484323139;0;0;243.090749980983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525.222622720297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-277;0;0;0;0;0;0;0;0;0;2659.82619549866;0;0;0;0;0;0;0;0;0;0;527.969071799695;5.15549543571917;0;0;0;0;0;0;0;0;0;0;0;0;427.136931157777;0;0;0;0;0;0;0;0;0;0;0;0.582725103795458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-278;0;0;0;0;0;0;0;0;0;0;0;0;7.75075425700808;3.03255309264771;0;0;0;0;0;0;427.076394196672;0;0;0;0;0;0;0;0;0;0;0;0;0;293.988828468457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.1051046523498;0;0;0;0.870119789529917;0;55.3216542683029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-280;0;0;0;0;0;0;0;0;2.54907210813238;0;0;0;0;0;0;0;0;0;0;0;83.6403570218651;0;0;0.461376260590716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101.771563384484;0;0;0;0;0;0;0;0;0;0;0;2.64614200026583;0;0;0;0;0;0.330113193987861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-281;0;0;0;0;0;0;58.996793764042;0;0;0;0;0;0;46.3726332363825;0;0;0;0;0;0;483.301152363344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.3240141646016;0;0;0;0;0;0;0;0;0;0;0;97.7118381987683;0;0;53.9365776606204;1.74254134891337;0;4.45329241856373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-283;0;0;0;0;0;0;0;0;0;703.612423464068;0;0;0;102.250431314159;0;0;21.6633095450552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;842.841727475921;66.2265654488048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.255735730604636;0;0;0;0;0;634.769644944077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-284;0;0;0;0;0;0;0;0;2.05062898410006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.722848325723607;0;0;0;0;0;0;0;0;0;73.3956452413263;0;0;0;320.891046617789;0;0;0;0;0;0;0;0;0;0;0;17.6618138251447;0;0;0.399333212863161;0;12.8214749561213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-285;0;0;0;0;0;0;0;0;0;116.149655142829;264.31080160162;0;0;41.0136590233433;0;0;12.9641850496928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92.3340286697607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0390926047310514;0;0;0;0;22.5420369143593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
